Number of words in topic: 77
('swath', 0.3366666667)
('scrub', 0.3366666667)
('shallow', 0.3366666667)
('rainy', 0.3366666667)
('climatic', 0.3366666667)
('glacial', 0.3366666667)
('slick', 0.3366666667)
('unproductive', 0.3366666667)
('soil', 0.3366666667)
('draining', 0.3366666667)
('topography', 0.3366666667)
('hemisphere', 0.3366666667)
('tinder', 0.3366666667)
('rough', 0.3366666667)
('lava', 0.3366666667)
('saline', 0.3366666667)
('cold', 0.3366666667)
('volcanic', 0.3366666667)
('fertile', 0.3366666667)
('strata', 0.3366666667)
('expanse', 0.3366666667)
('rocky', 0.3366666667)
('desert', 0.3366666667)
('trough', 0.3366666667)
('placid', 0.3366666667)
('surf', 0.3366666667)
('terrain', 0.3366666667)
('desolate', 0.3366666667)
('brittle', 0.3366666667)
('moisture', 0.3366666667)
('aquifer', 0.3366666667)
('arctic', 0.3366666667)
('atmosphere', 0.3366666667)
('flowing', 0.3366666667)
('slippery', 0.3366666667)
('remnant', 0.3366666667)
('oceanic', 0.3366666667)
('sunshine', 0.3366666667)
('gusting', 0.3366666667)
('seafloor', 0.3366666667)
('bedrock', 0.3366666667)
('bumpy', 0.3366666667)
('tide', 0.3366666667)
('drier', 0.3366666667)
('freezing', 0.3366666667)
('intermittent', 0.3366666667)
('stream', 0.3366666667)
('sunny', 0.3366666667)
('melting', 0.3366666667)
('sparse', 0.3366666667)
('sand', 0.3366666667)
('humidity', 0.3366666667)
('warmer', 0.3366666667)
('gravel', 0.3366666667)
('cooler', 0.3366666667)
('basalt', 0.3366666667)
('plain', 0.3366666667)
('sandy', 0.3366666667)
('landscape', 0.3366666667)
('snowy', 0.3366666667)
('snow', 0.3366666667)
('warm', 0.3366666667)
('vegetation', 0.3366666667)
('drainage', 0.3366666667)
('cloudy', 0.3366666667)
('dense', 0.3366666667)
('moist', 0.3366666667)
('abundant', 0.3366666667)
('jungle', 0.3366666667)
('pristine', 0.3366666667)
('colder', 0.3366666667)
('muddy', 0.3366666667)
('damp', 0.3366666667)
('windy', 0.3366666667)
('erosion', 0.3366666667)
('barren', 0.3366666667)
('inaccessible', 0.3366666667)

Number of words in topic: 136
('tamper', 0.3366666667)
('certainty', 0.3366666667)
('authenticity', 0.3366666667)
('scant', 0.3366666667)
('harbinger', 0.3366666667)
('avail', 0.3366666667)
('whatsoever', 0.3366666667)
('proviso', 0.3366666667)
('rumour', 0.3366666667)
('reassurance', 0.3366666667)
('drawback', 0.3366666667)
('carryover', 0.3366666667)
('dispel', 0.3366666667)
('panacea', 0.3366666667)
('hindsight', 0.3366666667)
('recollection', 0.3366666667)
('tacit', 0.3366666667)
('ponder', 0.3366666667)
('specifying', 0.3366666667)
('salient', 0.3366666667)
('foolproof', 0.3366666667)
('speculating', 0.3366666667)
('paradox', 0.3366666667)
('paucity', 0.3366666667)
('circumstance', 0.3366666667)
('definite', 0.3366666667)
('inconclusive', 0.3366666667)
('contradict', 0.3366666667)
('possiblity', 0.3366666667)
('guessing', 0.3366666667)
('unequivocal', 0.3366666667)
('unproven', 0.3366666667)
('fallback', 0.3366666667)
('flaw', 0.3366666667)
('omission', 0.3366666667)
('clue', 0.3366666667)
('unsure', 0.3366666667)
('doubtful', 0.3366666667)
('hypothetical', 0.3366666667)
('divulge', 0.3366666667)
('erroneous', 0.3366666667)
('eventuality', 0.3366666667)
('hearsay', 0.3366666667)
('hitherto', 0.3366666667)
('therein', 0.3366666667)
('foresaw', 0.3366666667)
('pertinent', 0.3366666667)
('allusion', 0.3366666667)
('disputing', 0.3366666667)
('sketchy', 0.3366666667)
('hint', 0.3366666667)
('hinting', 0.3366666667)
('incorrect', 0.3366666667)
('underlining', 0.3366666667)
('factual', 0.3366666667)
('vague', 0.3366666667)
('attributing', 0.3366666667)
('doubting', 0.3366666667)
('speculate', 0.3366666667)
('implication', 0.3366666667)
('spokespeople', 0.3366666667)
('disproven', 0.3366666667)
('indicative', 0.3366666667)
('predicament', 0.3366666667)
('arisen', 0.3366666667)
('attribution', 0.3366666667)
('satisfactory', 0.3366666667)
('perceptible', 0.3366666667)
('shortcoming', 0.3366666667)
('discrepancy', 0.3366666667)
('plausible', 0.3366666667)
('credible', 0.3366666667)
('shred', 0.3366666667)
('rumor', 0.3366666667)
('crux', 0.3366666667)
('purported', 0.3366666667)
('quibble', 0.3366666667)
('mindful', 0.3366666667)
('beforehand', 0.3366666667)
('inkling', 0.3366666667)
('attesting', 0.3366666667)
('alluding', 0.3366666667)
('troubling', 0.3366666667)
('hindrance', 0.3366666667)
